NU_ANO_CENSO,CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,TP_SITUACAO_FUNCIONAMENTO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,CO_REGIAO,CO_MESORREGIAO,NO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,NO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_VINCULO_SECRETARIA_EDUCACAO,TP_REGULAMENTACAO,TP_RESPONSAVEL_REGULAMENTACAO,IN_LABORATORIO_INFORMATICA,IN_COMPUTADOR,IN_EQUIP_COPIADORA,IN_EQUIP_IMPRESSORA,IN_EQUIP_IMPRESSORA_MULT,IN_EQUIP_SCANNER,IN_EQUIP_NENHUM,IN_EQUIP_DVD,QT_EQUIP_DVD,IN_EQUIP_SOM,QT_EQUIP_SOM,IN_EQUIP_TV,QT_EQUIP_TV,IN_EQUIP_LOUSA_DIGITAL,QT_EQUIP_LOUSA_DIGITAL,IN_EQUIP_MULTIMIDIA,QT_EQUIP_MULTIMIDIA,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_TABLET_ALUNO,QT_TABLET_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_INTERNET_ADMINISTRATIVO,IN_INTERNET_APRENDIZAGEM,IN_INTERNET_COMUNIDADE,IN_ACESSO_INTERNET_COMPUTADOR,IN_ACES_INTERNET_DISP_PESSOAIS,TP_REDE_LOCAL,IN_BANDA_LARGA,IN_REDES_SOCIAIS
2020,25026062,GR ESC MUL HERCINA LEITE,7,3,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026070,EMEF JOAO FERREIRA DE CALDAS,7,2,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026100,GR MUL MALHADA GRANDE,7,3,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026119,EMEF PEDRO ESTANISLAU LEITE,7,2,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026127,EMEF ZECA JULIAO,7,3,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026135,EMEF FILISMINA AUGUSTA DE CARVALHO,7,2,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026143,EMEF MANOEL PROCOPIO DE ARAUJO,7,1,2/27/2020,12/31/2020,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,0,1,Sim,Municipal,Sim,Sim,Não,Sim,0,0,0,1,2,1,1,Sim,1,Não,0,Sim,1,1,18,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não há rede local,1,0
2020,25026151,EMEF PEDRO TIBURTINO LEITE,7,1,2/27/2020,12/31/2020,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,0,1,Sim,Municipal,Sim,Sim,Não,Sim,0,0,0,0,0,0,0,Não,0,Não,0,Não,0,1,5,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25026160,EMEF BARAUNAS,7,2,,,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026194,EMEF JOSE LEITE SOBRINHO,7,1,2/27/2020,12/31/2020,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Rural,0,1,Sim,Municipal,Sim,Sim,Não,Sim,0,0,0,0,0,0,0,Não,0,Não,0,Não,0,1,5,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25026208,EMEF JULIO MINERVINO,7,1,2/27/2020,12/31/2020,2,2501,Sertão Paraibano,25005,25,2510402,Olho d'Água,251040205,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Não,1,1,0,0,0,1,1,Não,0,Não,0,Sim,1,1,19,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,1,0
2020,25026402,EEEIEF ADEMAR LEITE,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Sim,Não,0,0,0,1,1,1,1,Sim,1,Sim,1,Sim,1,1,4,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,1
2020,25026488,EEEF MARIA ELIZA MONTENEGRO DE SOUZA,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Não,1,0,0,0,0,1,1,Sim,1,Não,0,Sim,1,1,10,1,1,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,0
2020,25026550,EMEIF MARIA DE LOURDES PAULINO,7,1,2/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Urbana,0,1,Sim,Municipal,Não,Não,Não,Não,1,0,0,1,1,1,1,Sim,2,Não,0,Sim,1,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não informado,0,0
2020,25026569,EMEIF DONINHA LEITE,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026658,EMEIF MARIE LIMA DE AZEVEDO,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026674,EMEIF PEDRO ANGELO DA SILVA,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026682,EMEIF PEDRO INOCENCIO DA SILVA,7,1,2/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,1,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Sim,Sim,Não,Não,Não,Sim,A cabo e Wireless,1,1
2020,25026690,EMEIF PEDRO MARINHEIRO DE SOUZA,7,1,2/7/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Sim,1,0,0,1,1,0,0,Sim,2,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,1,1
2020,25026704,EMEIF PEDRO RODRIGUES DOS SANTOS,7,1,2/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,0,0,1,1,Não,0,Não,0,Sim,1,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não há rede local,,1
2020,25026780,EMEIF ERNESTINA DE ARAUJO SILVA,7,1,2/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Não,1,0,0,1,1,1,1,Sim,2,Não,0,Sim,1,1,10,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo e Wireless,1,1
2020,25026798,EMEIF JOSE FELIX DA SILVA,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25026801,EMEIF LUCIANO FREIRE DE FARIAS,7,1,2/17/2020,12/31/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Sim,0,0,0,1,1,1,1,Sim,1,Não,0,Sim,1,1,1,1,1,0,0,Sim,Não,Sim,Sim,Não,Não,Não,A cabo e Wireless,1,1
2020,25026828,EMEIF MARIA DE LOURDES FREITAS DANTAS,7,1,2/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,1,Sim,2,Não,0,Sim,1,0,0,0,0,0,0,Sim,Não,Sim,Sim,Não,Não,Não,A cabo e Wireless,1,0
2020,25026909,EMEIF LUIZ DE CALDAS SOBRINHO,7,1,1/17/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Sim,0,0,0,1,1,1,2,Sim,1,Não,0,Sim,1,0,0,1,2,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,1,0
2020,25027026,EEEM SANTO ANTONIO,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Estadual,Urbana,0,1,Sim,Estadual,Não,Sim,Não,Não,1,0,0,0,0,1,1,Não,0,Sim,1,Sim,2,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo e Wireless,1,1
2020,25027077,EMEIF JOAO SILVA DE LACERDA,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027093,EMEIF EDVALDO BATISTA DO NASCIMENTO,7,3,,,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027123,INST EDUC CULT E ASSIST WALT DISNEY,7,1,2/4/2020,12/23/2020,2,2501,Sertão Paraibano,25005,25,2511301,Piancó,251130105,Privada,Urbana,0,,Em tramitação,Estadual,Não,Sim,Não,Sim,1,0,0,1,1,1,1,Sim,1,Não,0,Sim,1,1,1,0,0,0,0,Sim,Não,Sim,Sim,Não,Não,Não,A cabo,0,1
2020,25027158,COLEGIO TEOTONIO NETO,7,3,,,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Privada,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027166,CRECHE COMUNITARIA ESMERINA TEOTONIO,7,1,2/17/2020,12/21/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,2,1,1,Sim,2,Não,0,Sim,1,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,0,0
2020,25027174,ECI EEM DOUTOR FELIZARDO TEOTONIO DANTAS,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Sim,1,0,0,0,0,1,1,Não,0,Não,0,Sim,2,1,12,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,0
2020,25027190,EEEF DR FELIZARDO LEITE,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Sim,1,0,0,1,3,1,2,Sim,4,Sim,1,Sim,1,1,23,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Sim,A cabo e Wireless,1,1
2020,25027280,EMEIEF JULIO L DE ALMEIDA,7,1,2/17/2020,12/21/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Rural,0,1,Sim,Estadual,Sim,Sim,Não,Não,0,0,0,1,1,1,1,Sim,1,Não,0,Sim,3,0,0,0,0,0,0,Sim,Não,Sim,Sim,Não,Não,Não,Não há rede local,1,0
2020,25027310,EM EDUC INFANTIL ENSINO FUNDAMENTAL BALSAMO,7,1,2/17/2020,12/21/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,2,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,1,0
2020,25027344,ESC MUL PROFº ANTONIO JUVINO DOS SANTOS,7,1,2/17/2020,12/21/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Sim,0,0,0,1,1,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25027379,EM CASTELO BRANCO,7,1,2/17/2020,12/21/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Rural,0,1,Sim,Estadual e Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25027441,EM PE ANCHIETA,7,1,2/17/2020,12/20/2020,2,2501,Sertão Paraibano,25005,25,2513604,Santana dos Garrotes,251360405,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Sim,2,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,1,0
2020,25027549,CRECHE MUNICIPAL ERCILIA VALERIANA DA FONSECA,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,2,0,0,Sim,2,Não,0,Não,0,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,0,0
2020,25027557,EMEM EMILIA DINIZ ALVARENGA,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Não,1,0,0,0,0,0,0,Sim,1,Não,0,Não,0,1,8,0,0,0,0,Sim,Sim,Sim,Não,Não,Não,Sim,Wireless,0,1
2020,25027573,ECI JOAO CAVALCANTE SULA,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Estadual,Urbana,0,1,Sim,Estadual,Não,Sim,Sim,Não,1,0,0,0,0,1,1,Sim,2,Não,0,Sim,2,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não há rede local,1,1
2020,25027590,EMEIF ADAUTO ANTONIO DE ARAUJO,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027603,EMEIF ADERSON HENRIQUES CHAVES,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,2,Sim,1,Não,0,Sim,1,1,4,0,0,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,Wireless,1,1
2020,25027638,EMEIF AUSTEQUILINO ALVES CARVALHO,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Não,0,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,0,0
2020,25027646,EMEIF BENEDITO BARBOSA,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25027700,E M E I F LUIS FRANCISCO DA SILVA,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027727,E M E I F N SRA DO PERPETUO SOCORRO,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027859,EMEIF JOSE INOCENCIO DE SOUSA,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Não,0,1,2,0,0,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,Wireless,0,0
2020,25027867,EMEIF ANTONIO ANGELO DA COSTA,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Não,0,1,2,0,0,0,0,Sim,Sim,Não,Não,Não,Sim,Não,Wireless,0,0
2020,25027875,EMEIF ANTONIO SOARES DE LIMA,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027883,E M E I F JOSE FLORENTINO GOMES CAZE,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027891,E M E I F EUSTAQUIO FARIAS,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Sim,1,1,2,0,0,0,0,Sim,Sim,Não,Não,Não,Sim,Sim,Wireless,0,0
2020,25027913,EEEIF OTILIA CAVALCANTE PINTO,7,1,2/27/2020,12/21/2020,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,1,1,0,0,Sim,1,Não,0,Sim,1,1,2,0,0,0,0,Sim,Sim,Sim,Não,Não,Sim,Sim,Wireless,1,0
2020,25027921,EMEIF MUL PEDRO BEZERRA LEITE,7,2,,,2,2501,Sertão Paraibano,25006,25,2502102,Boa Ventura,250210205,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25027930,ECI MAESTRO JOSE SIQUEIRA,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Não,1,0,0,0,0,1,3,Sim,18,Não,0,Sim,6,1,15,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,A cabo,1,1
2020,25027980,EEEF BAIRRO SAO JOSE,7,1,2/3/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Estadual,Urbana,0,1,Sim,Estadual,Não,Sim,Não,Não,0,0,0,0,0,0,0,Não,0,Não,0,Não,0,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não há rede local,1,9
2020,25027999,EEEF CALULA LEITE,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Não,0,0,0,1,2,1,3,Sim,2,Sim,1,Sim,2,1,14,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não há rede local,,1
2020,25028022,EEEF JOSE LEITE,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Sim,1,0,0,1,1,0,0,Sim,2,Não,0,Sim,1,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo e Wireless,1,1
2020,25028065,EEEF NOSSA SENHORA DE FATIMA,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Não,1,0,0,1,2,1,1,Sim,3,Não,0,Sim,1,1,11,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,A cabo e Wireless,1,1
2020,25028103,EEEFM ENEAS LEITE,7,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25006,25,2513356,Santa Inês,251335605,Estadual,Urbana,0,1,Em tramitação,Estadual,Sim,Sim,Não,Não,0,0,0,0,0,1,1,Não,0,Não,0,Não,0,1,22,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,9
2020,25028251,EMEF SEVERINO JOSE DOS SANTOS,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028260,EMEF VILEMAR PEREIRA XAVIER,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,0,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não informado,1,0
2020,25028324,EMEF FELIX PEREIRA DOS REIS,7,1,2/10/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2513356,Santa Inês,251335605,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,0,0,0,0,Não,0,Não,0,Sim,1,0,0,1,1,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,1,1
2020,25028332,EMEF MANOEL PEREIRA DE BRITO,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028367,EMEF ALBINO ARRUDA ALENCAR,7,2,,,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25028375,EMEF ANTONIO MANOEL BEZERRA,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,0,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028383,EMEF ANTONIO XAVIER MARTINS,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,0,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028391,EMEF BUENOS AIRES II,7,2,,,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25028405,EMEF CELESTE VALONES,7,2,,,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25028677,EMEF EPITACIO DE SA RAMALHO,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,0,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028685,EMEF FRANCISCO GOMES DUARTE,7,2,,,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25028693,EMEF HOZANO MIGUEL DE SOUSA,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,2,Sim,1,Não,0,Sim,1,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo e Wireless,1,1
2020,25028707,EMEF JOAO LOPES DE SOUSA,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Sim,0,0,0,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028715,EMEF JOSE FERREIRA LEITE,7,2,,,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25028774,EMEF MAJO OTONI RANGEL,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,0,0,0,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não informado,1,0
2020,25028782,EMEF ARLINDO BATISTA PALITOT,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440515,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,0,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028812,EMEF DO SITIO CHICO VAQUEIRO,7,1,2/11/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2504405,Conceição,250440505,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25028855,EMEF EPAMINONDAS DUARTE,7,1,2/10/2020,12/19/2020,2,2501,Sertão Paraibano,25006,25,2513356,Santa Inês,251335605,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
